"","SEXORNT","REALINC","CONINC","CONRINC","BALLOT","WRKSTAT","HRS1","HRS2","WRKSLF","OCC10","INDUS10","MARITAL","DIVORCE","WIDOWED","SPWRKSLF","SPPRES80","SPOCC10","SPIND10","PAWRKSLF","PAOCC10","PAIND10","MAWRKSLF","MAOCC10","MAIND10","SIBS","CHILDS","AGE","AGEKDBRN","EDUC","PAEDUC","MAEDUC","SPEDUC","DEGREE","PADEG","MADEG","SPDEG","DIPGED","SEX","RACE","RES16","REG16","FAMILY16","FAMDIF16","INCOM16","INCOME","REGION","PARTYID","NATEDUC","NATEDUCY","ATTEND","RELIG16","HAPPY","HAPMAR","HAPCOHAB","HEALTH","LIFE","CONEDUC","SOCREL","SOCOMMUN","SOCFREND","SOCBAR","WEEKSWRK","JOBLOSE","JOBFIND","SATJOB","SATFIN","ABNOMORE","ABHLTH","ABPOOR","ABANY","PILLOK","SEXEDUC","FECHLD","COMPUSE","YEARSJOB","MNTLHLTH","INTEDUC","SPSCHOOL","OPPARED","OPEDUC","OPSEX","TOPPROB1","TOPPROB2","MASEI10","PASEI10","SEI10","SPSEI10","INCOME16","HLTHSTRT","COSEI10","ID_","YEAR"
"910",-100,-100,-100,-100,2,5,-100,-100,2,3255,9590,1,1,2,2,-70,9830,9870,2,9620,2290,2,5120,2290,3,0,70,-100,19,6,14,12,4,0,1,1,1,2,2,3,7,1,-100,2,-90,7,-99,1,-100,8,1,-98,2,-100,3,-100,2,2,2,3,3,0,-100,-100,-100,3,-100,-100,-100,-100,2,1,2,1,-100,-100,-70,-70,-70,-70,-70,-70,-70,38.3,23.3,84.2,50.4,-90,-100,-100,910,2022
"911",3,40900,63300,-100,3,5,-100,-100,2,950,6870,1,1,2,2,-70,3740,9470,2,205,170,-100,-100,-100,2,4,70,21,14,3,8,14,1,0,0,1,1,2,2,3,7,1,-100,3,12,7,0,1,-100,7,1,1,2,-100,2,2,1,-100,-100,-100,-100,0,-100,-100,-100,2,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-70,-70,-70,-70,-70,-70,-100,39.9,64.4,65.1,22,-100,-100,911,2022
"912",3,27607.5,42727.5,23737.5,2,1,49,-100,2,6730,770,5,-100,-100,-100,-70,-100,-100,2,6730,770,2,9120,6180,6,5,42,19,14,12,14,-100,1,1,2,-100,1,1,2,3,7,1,-100,2,12,7,1,-100,1,2,1,1,-100,1,2,-100,2,4,6,4,5,52,3,2,2,2,-100,-100,-100,-100,4,1,2,1,2,0,-70,-70,-70,-70,-70,-70,-70,31.6,27.2,27.2,-100,20,1,38.3,912,2022
"913",3,27607.5,42727.5,34815,3,1,40,-100,2,2310,7860,5,-100,-100,-100,-70,-100,-100,-100,-100,-100,2,2310,7860,0,2,42,30,16,-100,16,-100,3,-100,3,-100,1,2,2,6,7,5,-100,4,12,7,0,-100,1,5,1,2,-100,2,2,1,2,-100,-100,-100,-100,40,-100,-100,2,3,1,1,2,1,-100,-100,-100,-100,9,0,-70,-70,-70,-70,-70,-70,-70,80.9,-100,80.9,-100,20,2,20.9,913,2022
"914",-100,33742.5,52222.5,28485,1,5,-100,-100,2,9130,770,1,1,2,2,-70,430,9380,-100,-100,-100,2,4020,8680,6,3,65,19,12,-100,12,16,1,-100,1,3,1,1,2,6,9,5,-100,3,12,7,0,-100,1,5,1,1,1,-100,2,2,-100,5,5,6,5,52,-100,-100,-100,2,1,1,1,1,2,1,1,1,-100,-100,-70,-70,-70,-70,-70,-70,-70,13.6,-100,32,67.7,21,-100,-100,914,2022
"915",-100,40900,63300,42727.5,1,1,45,-100,2,4700,5270,1,1,2,2,-70,4700,5270,2,3540,9480,1,4710,8780,3,0,45,-100,14,15,11,13,1,3,1,1,1,2,1,4,7,2,-100,2,12,7,4,-100,1,0,1,2,1,-100,3,1,-100,3,3,5,3,52,4,1,1,2,2,1,2,2,1,1,2,1,21,1,-70,-70,-70,-70,-70,-70,-70,57.5,64.2,43,43,22,1,-100,915,2022
"916",-100,13292.5,20572.5,-100,1,7,-100,-100,2,9600,3790,1,2,2,2,-70,5400,8370,2,6320,770,-100,-100,-100,4,3,49,21,14,12,-98,13,2,1,-98,1,1,1,1,4,7,1,-100,3,12,7,4,1,-100,0,2,1,1,-100,2,1,-100,1,2,4,7,0,-100,-100,1,3,-100,-100,-100,-100,4,1,2,1,-100,-100,-70,-70,-70,-70,-70,-70,-70,-100,31,20.9,25.7,16,-100,-100,916,2022
"917",-100,18405,28485,-100,1,5,-100,-100,2,4700,5390,1,2,2,2,-70,3850,9470,2,6220,9470,2,4110,8680,0,2,75,27,12,8,9,14,1,0,0,1,1,2,1,3,7,1,-100,3,12,7,4,-100,1,6,2,3,1,-100,2,2,-100,2,7,6,7,0,-100,-100,-100,3,2,1,2,2,2,1,2,1,-100,-100,-70,-70,-70,-70,-70,-70,-70,19.6,24.6,43,65.3,18,-100,-100,917,2022
"918",-100,15337.5,23737.5,7121.25,1,1,30,-100,2,4720,5580,2,2,-100,-100,-70,-100,-100,-100,-100,-100,1,310,8680,2,5,37,16,11,-100,9,-100,1,-100,1,-100,2,2,1,5,7,5,1,1,12,7,3,1,-100,0,1,2,-100,1,4,2,-100,1,7,4,6,52,4,1,3,3,-100,-100,-100,-100,1,1,1,1,2,30,-70,-70,-70,-70,-70,-70,-70,41,-100,21.6,-100,17,-100,25,918,2022
"919",3,1431.5,2215.5,-100,2,5,-100,-100,2,6260,770,1,1,2,2,-70,7700,4980,-100,-100,-100,2,3600,8270,4,2,68,17,12,-100,9,12,1,-100,0,1,1,1,2,1,7,5,-100,2,3,7,0,-100,1,1,2,1,1,-100,3,-100,1,4,7,7,7,0,-100,-100,-100,3,-100,-100,-100,-100,4,1,2,1,-100,-100,-70,-70,-70,-70,-70,-70,-70,24.2,-100,25.2,46.5,3,2,-100,919,2022
"920",-100,27607.5,42727.5,42727.5,2,1,50,-100,2,7700,3190,1,2,2,-100,-70,-100,-97,2,6200,770,2,2300,8470,5,5,-99,24,12,-98,12,9,1,-98,1,1,1,1,1,6,7,1,-100,2,12,7,5,-100,1,1,2,3,2,-100,3,-100,2,2,6,5,6,52,3,2,2,3,-100,-100,-100,-100,3,-98,3,1,0.75,30,-70,-70,-70,-70,-70,-70,-70,41.1,46,46.5,-100,20,2,-100,920,2022
"921",-100,-100,-100,-100,1,1,40,-100,2,4010,8680,5,-100,-100,-100,-70,-100,-100,2,6200,770,2,5120,7590,2,0,21,-100,15,13,13,-100,1,1,1,-100,1,2,1,6,7,1,-100,3,-100,7,6,-100,1,2,1,1,-100,-100,1,1,-100,1,7,3,7,52,4,3,2,1,2,1,2,1,2,1,3,1,0.25,6,-70,-70,-70,-70,-70,-70,-70,38.3,46,27,-100,-98,1,-100,921,2022
"922",3,57260,88620,75960,3,1,40,-100,2,3255,8190,1,2,2,2,-70,9130,3570,2,8640,2070,2,5520,2070,2,0,44,-100,16,14,12,12,3,2,1,1,1,2,2,3,7,1,-100,4,12,7,0,2,-100,5,2,2,2,-100,2,1,1,-100,-100,-100,-100,52,-100,-100,1,1,-100,-100,-100,-100,-100,-100,-100,-100,5,0,-70,-70,-70,-70,-70,-70,-70,38.2,48.8,84.2,32,24,-100,-100,922,2022
"923",3,4601.25,7121.25,-100,3,5,-100,-100,2,5700,7970,4,-100,2,-100,-70,-100,-100,1,3820,7680,2,3930,2290,6,0,48,-100,13,14,11,-100,1,1,0,-100,2,2,2,3,7,3,-100,1,9,7,6,-100,1,8,1,3,-100,-100,3,2,2,-100,-100,-100,-100,0,-100,-100,-100,3,2,1,2,2,-100,-100,-100,-100,-100,-100,-70,-70,-70,-70,-70,-70,-70,34.7,73.5,38.8,-100,9,-100,-100,923,2022
"924",3,49080,75960,10286.25,3,4,-100,-100,2,5860,6970,1,1,2,2,-70,7560,770,-100,-100,-100,2,4220,7860,4,1,51,17,12,-100,3,12,1,-100,0,1,1,2,1,6,7,5,1,2,12,7,5,1,-100,7,2,2,2,-100,3,1,1,-100,-100,-100,-100,8,-100,-100,4,3,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-70,-70,-70,-70,-70,-70,20.7,-100,35.8,42.3,23,-100,-100,924,2022
"925",-100,-100,-100,-100,2,4,-100,-100,2,9640,4970,4,-100,2,-100,-70,-100,-100,-100,-100,-100,2,9130,-99,6,2,46,30,12,-100,-98,-100,1,-100,-98,-100,1,1,2,3,7,5,5,-99,-90,7,1,1,-100,0,1,3,-100,-100,2,-100,3,4,7,7,7,0,-100,-100,-100,1,-100,-100,-100,-100,1,1,2,2,-100,-100,-70,-70,-70,-70,-70,-70,-70,32,-100,14.8,-100,-90,-100,-100,925,2022
"926",3,49080,75960,42727.5,3,3,-100,50,2,2430,7860,1,2,2,2,-70,2310,7860,2,4810,6990,2,50,5390,1,2,38,27,20,16,16,18,4,3,3,3,1,2,2,6,3,1,-100,3,12,7,-99,1,-100,0,1,2,2,-100,1,2,2,-100,-100,-100,-100,52,-100,-100,2,2,-100,-100,-100,-100,-100,-100,-100,-100,3,14,-70,-70,-70,-70,-70,-70,-70,73.9,57.8,77.2,80.9,23,-100,-100,926,2022
"927",-100,22495,34815,-100,2,2,30,-100,2,4760,5170,3,-100,2,-100,-70,-100,-100,-100,-100,-100,2,-99,8190,4,1,41,26,14,-100,16,-100,1,-100,1,-100,1,2,2,6,3,5,1,3,12,7,4,1,-100,3,1,2,-100,-100,2,-100,2,4,5,5,4,52,4,2,2,2,-100,-100,-100,-100,2,1,2,1,0.25,0,-70,-70,-70,-70,-70,-70,-70,-100,-100,39.7,-100,19,-100,-100,927,2022
"928",3,27607.5,42727.5,28485,3,1,40,-100,2,2000,7870,1,2,2,2,-70,5700,7870,1,6260,770,2,2540,7860,2,0,-99,-100,14,6,12,16,2,0,1,3,1,1,3,6,7,1,-100,1,12,7,4,2,-100,4,2,2,1,-100,2,1,2,-100,-100,-100,-100,52,-100,-100,2,3,-100,-100,-100,-100,-100,-100,-100,-100,8,0,-70,-70,-70,-70,-70,-70,-70,26.1,25.2,63.7,38.8,20,-100,-100,928,2022
"929",3,9713.75,15033.75,15033.75,2,1,60,-100,1,3600,8170,2,2,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,0,3,52,21,15,12,-98,-100,1,0,-98,-100,1,2,1,6,9,0,-100,1,11,7,1,-100,1,1,3,1,-100,1,4,-100,2,2,7,7,7,45,4,2,1,3,-100,-100,-100,-100,2,1,1,2,0.25,0,-70,-70,-70,-70,-70,-70,-70,-100,-100,24.2,-100,14,2,26.5,929,2022
"930",-100,5623.75,8703.75,8703.75,1,2,20,-100,1,6420,7070,5,-100,-100,-100,-70,-100,-100,2,8140,6270,2,410,7070,2,0,64,-100,10,10,12,-100,1,1,1,-100,2,1,1,5,7,1,-100,4,9,7,6,1,-100,4,2,2,-100,-100,2,2,-100,4,2,4,7,24,3,2,1,2,-100,-100,-100,-100,2,2,2,1,18,0,-70,-70,-70,-70,-70,-70,-70,54.6,28.4,24,-100,10,-100,-100,930,2022
"931",3,-100,-100,-100,2,1,40,-100,2,1460,3080,1,2,2,2,-70,3010,7980,2,120,6870,2,2200,7870,1,1,32,27,16,15,17,17,3,3,4,3,1,1,3,3,0,1,-100,-98,-90,7,3,-100,2,3,7,2,1,-100,2,-100,1,5,5,5,-98,52,-98,3,1,2,-100,-100,-100,-100,1,1,1,1,0.75,0,-70,-70,-70,-70,-70,-70,-70,84.5,69.3,83.8,92.1,-90,1,-100,931,2022
"932",-100,22495,34815,7121.25,1,2,30,-100,1,9140,6190,5,-100,-100,-100,-70,-100,-100,1,3060,7970,2,3310,7980,3,0,28,-100,14,12,12,-100,1,4,1,-100,2,1,1,3,7,3,2,4,12,7,5,2,-100,0,1,2,-100,-100,2,1,-100,4,7,1,5,50,4,2,3,3,-100,-100,-100,-100,2,1,2,1,2,1,-70,-70,-70,-70,-70,-70,-70,76.7,92.8,28.5,-100,19,-100,-100,932,2022
"933",-100,6646.25,10286.25,10286.25,2,4,-100,-100,2,4130,8680,4,-100,2,-100,-70,-100,-100,2,6050,170,-100,-100,-100,6,3,51,20,6,-98,-98,-100,0,-98,-98,-100,-100,2,1,6,0,1,-100,1,10,7,5,1,-100,3,2,2,-100,-100,3,-100,1,5,7,7,7,32,-100,-100,1,2,-100,-100,-100,-100,2,1,2,2,-100,-100,-70,-70,-70,-70,-70,-70,-70,-100,14,13.3,-100,11,-100,-100,933,2022
"934",3,-100,-100,-100,3,4,-100,-100,2,5700,490,3,-100,2,-100,-70,-100,-100,2,9830,9870,2,5700,6680,4,2,62,26,12,13,14,-100,1,1,1,-100,1,2,1,3,2,1,-100,3,-100,7,4,2,-100,1,2,3,-100,-100,2,2,2,-100,-100,-100,-100,0,-100,-100,2,3,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-70,-70,-70,-70,-70,-70,38.8,50.4,38.8,-100,-98,-100,-100,934,2022
"935",-100,13292.5,20572.5,-100,1,7,-100,-100,-100,-100,-100,5,-100,-100,-100,-70,-100,-100,2,9130,4470,-100,-100,-100,1,0,18,-100,12,12,-100,-100,1,1,-100,-100,1,2,1,5,7,4,2,2,12,7,2,1,-100,0,1,3,-100,-100,3,3,-100,6,5,6,7,0,-100,-100,2,3,-100,-100,-100,-100,2,1,1,1,-100,-100,-70,-70,-70,-70,-70,-70,-70,-100,32,-100,-100,16,-100,-100,935,2022
"936",-100,3681,5697,5697,2,6,-100,-100,2,2300,8470,5,-100,-100,-100,-70,-100,-100,2,6260,770,-100,-100,-100,2,0,21,-100,15,11,7,-100,2,0,0,-100,1,2,1,6,7,1,-100,2,8,7,1,1,-100,0,2,2,-100,-100,2,-100,3,4,5,6,5,35,-100,-100,-100,1,-100,-100,-100,-100,1,1,1,1,-100,-100,-70,-70,-70,-70,-70,-70,-70,-100,25.2,41.1,-100,8,-100,-100,936,2022
"937",3,27607.5,42727.5,42727.5,2,1,40,-100,2,110,8570,4,-100,2,-100,-70,-100,-100,2,9620,4470,-100,-100,-100,6,3,38,30,12,6,0,-100,1,0,0,-100,1,2,1,6,7,1,-100,2,12,7,1,-100,1,7,2,1,-100,-100,2,-100,2,1,4,4,6,48,4,2,2,2,-100,-100,-100,-100,4,1,1,1,8,0,-70,-70,-70,-70,-70,-70,-70,-100,23.3,83.8,-100,20,-100,-100,937,2022
"938",-100,13292.5,20572.5,17407.5,2,7,-100,-100,2,4000,8660,5,-100,-100,-100,-70,-100,-100,2,6260,770,1,4760,5190,6,1,27,26,14,-98,12,-100,1,-98,1,-100,1,2,3,5,7,3,2,3,12,7,3,1,-100,0,2,2,-100,2,1,-100,2,2,7,5,7,12,-100,-100,1,1,-100,-100,-100,-100,1,1,3,2,-100,-100,-70,-70,-70,-70,-70,-70,-70,39.7,25.2,32.6,-100,16,-100,36.2,938,2022
"939",-100,22495,34815,34815,1,7,-100,-100,2,2310,7860,4,-100,2,-100,-70,-100,-100,2,8255,1990,-100,-100,-100,3,3,39,20,17,5,12,-100,3,0,0,-100,1,2,1,6,7,1,-100,2,12,7,1,1,-100,3,1,2,-100,-100,2,1,-100,2,7,6,7,40,-100,-100,1,1,-100,-100,-100,-100,3,1,1,1,-100,-100,-70,-70,-70,-70,-70,-70,-70,-100,31.1,80.9,-100,19,-100,-100,939,2022
"940",3,-100,-100,-100,3,4,-100,-100,2,4720,8680,5,-100,-100,-100,-70,-100,-100,2,6230,770,2,4610,9290,6,0,18,-100,11,-98,7,-100,0,-98,0,-100,-100,1,1,3,7,3,-100,2,-100,7,3,-100,1,0,2,2,-100,-100,2,2,2,-100,-100,-100,-100,1,-100,-100,3,1,2,1,1,2,-100,-100,-100,-100,-100,-100,-70,-70,-70,-70,-70,-70,-70,20.1,28.7,21.6,-100,-98,1,-100,940,2022
"941",-100,18405,28485,-100,1,1,57,-100,2,6260,770,5,-100,-100,-100,-70,-100,-100,-100,-100,-100,2,2540,7860,2,1,25,21,15,-100,14,-100,1,-100,2,-100,1,1,1,6,7,5,-100,2,12,7,1,-100,3,4,2,2,-100,-100,3,1,-100,3,6,3,3,32,4,2,2,2,1,1,1,1,3,1,2,2,0.25,3,-70,-70,-70,-70,-70,-70,-70,26.1,-100,25.2,-100,18,1,-100,941,2022
"942",-100,13292.5,20572.5,2215.5,3,2,4,-100,1,4220,7690,1,2,2,2,-70,6200,770,-100,-100,-100,-100,-100,-100,3,3,32,19,9,-100,-100,12,0,-100,0,1,-100,2,1,3,7,7,2,2,12,7,3,1,-100,0,4,1,2,-100,2,1,1,-100,-100,-100,-100,24,-100,-100,1,3,-100,-100,-100,-100,-100,-100,-100,-100,12,7,-70,-70,-70,-70,-70,-70,-70,-100,-100,20.7,46,16,-100,-100,942,2022
"943",-98,818,1266,-100,3,7,-100,-100,-100,-100,-100,5,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,6,3,34,26,9,-100,9,-100,0,-100,0,-100,-100,2,3,6,7,7,-100,2,2,7,3,-100,2,6,2,2,-100,-100,2,1,2,-100,-100,-100,-100,7,-100,-100,-100,2,2,2,2,2,-100,-100,-100,-100,-100,-100,-70,-70,-70,-70,-70,-70,-70,-100,-100,-100,-100,2,-100,-100,943,2022
"944",-97,818,1266,-100,2,2,5,-100,2,2630,5470,1,2,2,2,-70,6420,770,1,205,170,1,4230,9290,5,2,25,16,12,0,2,12,1,0,0,1,1,2,3,1,0,8,-100,3,2,7,3,-100,1,7,1,3,1,-100,2,-100,1,4,6,7,7,20,1,3,2,2,-100,-100,-100,-100,2,1,2,2,0.25,0,-70,-70,-70,-70,-70,-70,-70,12.6,39.9,61.4,24,2,1,-100,944,2022
"945",-100,15337.5,23737.5,-100,1,7,-100,-100,-100,-100,-100,1,2,2,2,-70,-99,7770,1,205,170,-100,-100,-100,6,4,48,20,2,0,3,3,0,0,0,0,-100,2,1,1,0,1,-100,3,12,7,3,-100,2,5,2,2,1,-100,3,2,-100,3,7,7,7,0,-100,-100,1,2,2,2,2,2,2,2,2,2,-100,-100,-70,-70,-70,-70,-70,-70,-70,-100,39.9,-100,-100,17,2,-100,945,2022
"946",-98,204.5,316.5,-100,2,7,-100,-100,-100,-100,-100,1,2,2,1,-70,6230,770,1,6050,170,-100,-100,-100,6,3,36,23,12,4,4,8,1,0,0,0,1,2,1,1,0,1,-100,1,1,7,3,-100,1,8,1,2,2,-100,2,-100,2,2,7,7,7,0,-100,-100,1,1,-100,-100,-100,-100,2,2,1,2,-100,-100,-70,-70,-70,-70,-70,-70,-70,-100,14,-100,28.7,1,2,-100,946,2022
"947",3,15337.5,23737.5,20572.5,3,1,40,-100,2,5240,1990,1,2,2,1,-70,2630,7370,-100,-100,-100,2,5240,9370,2,2,48,20,14,-100,16,9,2,-100,2,0,1,2,2,6,7,5,-100,3,12,7,4,-100,1,7,1,2,1,-100,2,2,2,-100,-100,-100,-100,52,-100,-100,2,3,2,1,2,2,-100,-100,-100,-100,13,0,-70,-70,-70,-70,-70,-70,-70,37.6,-100,37.6,61.4,17,-100,-100,947,2022
"948",-100,-100,-100,-100,1,2,24,-100,2,6230,770,4,-100,2,-100,-70,-100,-100,1,6840,470,-100,-100,-100,6,2,41,22,6,6,6,-100,0,0,0,-100,-100,1,1,1,0,1,-100,1,-100,7,3,1,-100,2,2,3,-100,-100,3,2,-100,4,7,6,4,52,2,2,2,2,-100,-100,-100,-100,2,1,2,2,1,0,-70,-70,-70,-70,-70,-70,-70,-100,42.2,28.7,-100,-98,-100,-100,948,2022
"949",-100,2249.5,3481.5,3481.5,2,1,40,-100,2,4230,8660,1,2,2,1,-70,4650,8990,2,4020,7860,1,8320,1680,6,2,39,17,15,9,6,9,3,0,0,0,1,2,1,5,0,3,2,2,5,7,3,1,-100,-99,2,3,1,-100,1,-100,2,7,6,7,7,20,4,2,3,3,-100,-100,-100,-100,2,-98,3,2,0.25,1,-70,-70,-70,-70,-70,-70,-70,13.2,13.6,12.6,27.6,5,-100,-100,949,2022
"950",-100,1431.5,2215.5,2215.5,1,1,40,-100,2,4040,8660,5,-100,-100,-100,-70,-100,-100,-100,-100,-100,2,2145,-99,2,1,26,19,20,-100,20,-100,1,-100,3,-100,1,2,2,6,7,5,2,2,3,7,6,1,-100,2,1,1,-100,-100,3,1,-100,2,4,4,4,6,2,2,2,1,-100,-100,-100,-100,2,1,2,1,0.75,3,-70,-70,-70,-70,-70,-70,-70,60.3,-100,26.9,-100,3,-100,-100,950,2022
"951",3,27607.5,42727.5,42727.5,2,1,40,-100,2,2630,7070,5,-100,-100,-100,-70,-100,-100,2,8710,270,2,3600,8170,1,0,38,-100,16,-98,-98,-100,3,-98,-98,-100,1,1,3,1,7,1,-100,1,12,7,2,-100,1,1,1,3,-100,-100,2,-100,3,2,6,5,7,52,3,2,3,3,-100,-100,-100,-100,2,1,3,1,1,10,-70,-70,-70,-70,-70,-70,-70,24.2,18.6,61.4,-100,20,1,-100,951,2022
"952",-100,57260,88620,88620,1,1,60,-100,2,565,490,5,-100,-100,-100,-70,-100,-100,2,120,6870,2,5160,6870,0,0,50,-100,17,16,15,-100,3,3,1,-100,1,1,3,6,0,1,-100,3,12,7,0,1,-100,0,9,2,-100,-100,2,2,-100,1,7,7,5,49,3,3,2,2,-100,-100,-100,-100,2,1,2,1,11,10,-70,-70,-70,-70,-70,-70,-70,20.8,69.3,69.4,-100,24,-100,-100,952,2022
"953",-100,11247.5,17407.5,17407.5,3,1,40,-100,2,7950,2870,5,-100,-100,-100,-70,-100,-100,-100,-100,-100,2,2430,6770,5,2,57,20,12,-100,16,-100,1,-100,3,-100,1,1,2,4,7,5,-100,3,12,7,6,-100,1,0,4,3,-100,-100,3,1,3,-100,-100,-100,-100,52,-100,-100,1,2,2,1,2,2,-100,-100,-100,-100,0.75,0,-70,-70,-70,-70,-70,-70,-70,77.2,-100,22.9,-100,15,2,-100,953,2022
"954",3,49080,75960,75960,2,1,52,-100,2,3255,8090,5,-100,-100,-100,-70,-100,-100,1,4700,4790,2,4000,8680,2,0,42,-100,16,12,12,-100,3,1,1,-100,1,2,3,4,0,1,-100,4,12,7,4,-100,1,5,4,2,-100,-100,2,-100,1,6,5,5,6,52,4,3,1,2,-100,-100,-100,-100,1,1,3,1,4,0,-70,-70,-70,-70,-70,-70,-70,32.6,43,84.2,-100,23,-100,-100,954,2022
"955",-100,135195.96432,158424.85359,163572.71343,2,1,60,-100,2,430,590,5,-100,-100,-100,-70,-100,-100,2,120,3090,2,2310,7860,2,8,50,-97,16,16,16,-100,3,3,3,-100,1,2,1,3,1,1,-100,3,12,7,3,1,-100,0,2,2,-100,-100,3,-100,2,2,2,4,3,48,3,3,1,2,-100,-100,-100,-100,2,2,2,1,2,0,-70,-70,-70,-70,-70,-70,-70,80.9,69.3,67.7,-100,26,-100,-100,955,2022
"956",-100,33742.5,52222.5,34815,1,1,40,-100,2,5120,4560,1,2,2,2,-70,5700,770,2,4220,1290,2,4110,8680,5,0,34,-100,-99,8,8,-98,0,0,0,-98,-100,1,1,6,7,1,-100,2,12,7,3,-100,1,4,2,1,1,-100,1,1,-100,4,7,4,4,52,4,2,1,3,1,1,1,1,2,2,2,1,-100,-100,-70,-70,-70,-70,-70,-70,-70,19.6,20.7,38.3,38.8,21,-100,-100,956,2022
"957",-100,33742.5,52222.5,-100,1,1,65,-100,1,310,8680,1,2,2,2,-70,120,6870,-100,-100,-100,2,3150,8180,1,2,48,30,14,-100,16,14,1,-100,3,1,1,1,1,6,7,5,-100,3,12,7,1,-100,1,1,1,2,1,-100,3,1,-100,5,7,5,6,50,3,2,2,2,1,1,1,1,2,1,1,1,10,20,-70,-70,-70,-70,-70,-70,-70,89.4,-100,41,69.3,21,-100,-100,957,2022
"958",-100,13292.5,20572.5,4114.5,1,7,-100,-100,2,7750,3980,3,-100,2,-100,-70,-100,-100,-100,-100,-100,2,4230,9290,0,6,42,20,14,-100,12,-100,1,-100,1,-100,1,2,1,1,7,5,-100,4,12,7,7,-100,1,0,1,2,-100,-100,2,1,-100,7,7,5,7,10,-100,-100,4,3,1,1,1,1,3,1,2,1,-100,-100,-70,-70,-70,-70,-70,-70,-70,12.6,-100,25,-100,16,-100,-100,958,2022
"959",2,11247.5,17407.5,17407.5,2,1,43,-100,2,9620,3890,5,-100,-100,-100,-70,-100,-100,1,800,7280,2,5120,7280,2,0,23,-100,14,17,12,-100,2,3,1,-100,1,1,3,3,7,1,-100,1,12,7,5,-100,3,0,2,3,-100,-100,1,-100,2,5,7,6,7,52,2,3,1,3,-100,-100,-100,-100,1,1,4,1,2,10,-70,-70,-70,-70,-70,-70,-70,38.3,76.3,23.3,-100,15,2,-100,959,2022
"960",-100,40900,63300,10286.25,1,1,35,-100,2,5700,7670,1,2,2,1,-70,2700,6570,2,50,3990,1,8965,1680,2,0,34,-100,17,7,15,16,4,0,1,3,1,2,1,6,0,1,-100,3,12,7,2,2,-100,0,2,1,1,-100,2,1,-100,3,5,3,4,26,3,2,1,2,-100,-100,-100,-100,2,1,2,1,0.75,2,-70,-70,-70,-70,-70,-70,-70,26.8,73.9,38.8,55,22,-100,-100,960,2022
"961",-100,15337.5,23737.5,-100,2,5,-100,-100,2,710,490,1,1,2,2,-70,230,7890,1,4720,4970,-100,-100,-100,6,3,76,29,18,3,3,17,4,0,0,3,1,1,3,4,0,1,-100,4,12,7,2,1,-100,8,9,2,2,-100,2,-100,1,2,4,6,7,0,-100,-100,-100,1,-100,-100,-100,-100,2,1,3,1,-100,-100,-70,-70,-70,-70,-70,-70,-70,-100,21.6,78.3,75.5,17,-100,-100,961,2022
"962",-100,135195.96432,158424.85359,-100,2,1,40,-100,2,1006,7380,1,2,2,2,-70,50,7380,2,430,770,2,3050,5070,1,2,36,30,17,-98,-98,17,4,-98,-98,4,1,2,1,4,0,1,-100,3,12,7,4,1,-100,3,1,2,2,-100,2,-100,2,1,3,5,3,16,3,2,2,1,-100,-100,-100,-100,3,1,1,1,5,5,-70,-70,-70,-70,-70,-70,-70,92,67.7,80.7,73.9,26,-100,-100,962,2022
"963",-100,135195.96432,158424.85359,75960,1,1,6,-100,2,910,6890,1,1,2,2,-70,50,5790,-100,-100,-100,2,5020,6690,1,2,52,21,18,-100,12,13,3,-100,1,1,1,2,1,6,7,5,-100,1,12,7,3,-100,1,1,4,1,3,-100,1,1,-100,2,4,3,6,49,4,1,1,2,1,1,1,1,1,1,2,1,0.75,1,-70,-70,-70,-70,-70,-70,-70,31.9,-100,62.1,73.9,26,2,-100,963,2022
"964",-100,135195.96432,158424.85359,-100,1,5,-100,-100,2,1350,7290,1,2,2,2,-70,2850,7470,1,4465,9080,2,3255,8190,1,0,81,-100,20,13,14,16,4,1,1,3,1,1,1,5,3,1,-100,4,12,7,4,-100,1,7,2,2,2,-100,2,1,-100,5,5,5,6,10,-100,-100,-100,1,2,1,2,2,4,1,2,1,-100,-100,-70,-70,-70,-70,-70,-70,-70,84.2,66.1,87.6,73.6,26,-100,-100,964,2022
"965",3,27607.5,42727.5,17407.5,3,2,16,-100,2,3230,8170,1,1,2,2,-70,3600,8270,2,1360,7290,2,2310,7860,1,0,57,-100,18,16,18,12,4,3,4,1,1,2,1,6,7,1,-100,4,12,7,0,-100,1,0,1,2,1,-100,1,1,1,-100,-100,-100,-100,35,-100,-100,1,2,1,1,1,1,-100,-100,-100,-100,2,0,-70,-70,-70,-70,-70,-70,-70,80.9,85.2,88.3,24.2,20,2,-100,965,2022
