"","SEXORNT","REALINC","CONINC","CONRINC","BALLOT","WRKSTAT","HRS1","HRS2","WRKSLF","OCC10","INDUS10","MARITAL","DIVORCE","WIDOWED","SPWRKSLF","SPPRES80","SPOCC10","SPIND10","PAWRKSLF","PAOCC10","PAIND10","MAWRKSLF","MAOCC10","MAIND10","SIBS","CHILDS","AGE","AGEKDBRN","EDUC","PAEDUC","MAEDUC","SPEDUC","DEGREE","PADEG","MADEG","SPDEG","DIPGED","SEX","RACE","RES16","REG16","FAMILY16","FAMDIF16","INCOM16","INCOME","REGION","PARTYID","NATEDUC","NATEDUCY","ATTEND","RELIG16","HAPPY","HAPMAR","HAPCOHAB","HEALTH","LIFE","CONEDUC","SOCREL","SOCOMMUN","SOCFREND","SOCBAR","WEEKSWRK","JOBLOSE","JOBFIND","SATJOB","SATFIN","ABNOMORE","ABHLTH","ABPOOR","ABANY","PILLOK","SEXEDUC","FECHLD","COMPUSE","YEARSJOB","MNTLHLTH","INTEDUC","SPSCHOOL","OPPARED","OPEDUC","OPSEX","TOPPROB1","TOPPROB2","MASEI10","PASEI10","SEI10","SPSEI10","INCOME16","HLTHSTRT","COSEI10","ID_","YEAR"
"854",3,27607.5,42727.5,-100,3,5,-100,-100,2,120,6870,3,-100,2,-100,-70,-100,-100,2,9410,6080,2,5820,7590,2,2,72,35,13,-98,-98,-100,1,-98,-98,-100,1,1,1,6,2,1,-100,3,12,5,6,1,-100,6,2,3,-100,-100,2,3,2,-100,-100,-100,-100,0,-100,-100,-100,2,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-70,-70,-70,-70,-70,-70,35.1,50.1,69.3,-100,20,-100,-100,854,2022
"855",3,27607.5,42727.5,-100,2,5,-100,-100,2,300,7070,1,2,2,-100,-70,-100,-97,2,7110,5090,-100,-100,-100,1,2,76,22,12,12,8,12,1,0,0,1,1,1,1,6,2,1,-100,2,12,2,4,-100,2,1,2,1,1,-100,3,-100,3,2,1,2,7,0,-100,-100,-100,3,-100,-100,-100,-100,2,1,4,1,-100,-100,-70,-70,-70,-70,-70,-70,-70,-100,39,89.1,-100,20,2,-100,855,2022
"856",3,135195.96432,158424.85359,8703.75,2,6,-100,-100,2,4040,8590,5,-100,-100,-100,-70,-100,-100,2,1320,3590,2,310,8680,1,0,22,-100,15,16,14,-100,2,3,2,-100,1,1,1,3,2,1,-100,4,12,2,4,-100,3,2,1,2,-100,-100,2,-100,2,3,2,1,3,35,-100,-100,-100,2,-100,-100,-100,-100,3,1,1,1,-100,-100,-70,-70,-70,-70,-70,-70,-70,41,89.3,26.9,-100,26,1,-100,856,2022
"857",3,27607.5,42727.5,17407.5,2,3,-100,50,2,2330,7860,1,1,2,2,-70,4700,5790,2,5550,6370,2,4230,9290,6,4,54,19,12,12,12,8,1,0,1,0,1,2,1,6,2,2,-100,-98,12,2,6,-100,1,4,2,1,1,-100,3,-100,2,1,1,6,7,52,-98,3,1,3,-100,-100,-100,-100,1,-98,2,1,4,5,-70,-70,-70,-70,-70,-70,-70,12.6,58.4,71.7,43,20,2,-100,857,2022
"858",-100,-100,-100,-100,2,5,-100,-100,2,5140,7770,2,2,-100,-100,-70,-100,-100,2,4810,6990,2,4130,8680,2,3,-99,26,14,12,12,-100,1,0,0,-100,1,2,1,3,2,1,-100,3,-90,2,0,-100,1,2,2,3,-100,-100,1,-100,2,3,3,3,7,0,-100,-100,-100,2,-100,-100,-100,-100,4,1,2,2,-100,-100,-70,-70,-70,-70,-70,-70,-70,13.3,57.8,41.8,-100,-90,1,-100,858,2022
"859",-100,27607.5,42727.5,-100,1,2,26,-100,2,4760,4990,1,1,2,2,-70,3255,8190,2,8965,3290,-100,-100,-100,1,1,69,22,14,-98,-98,-98,1,-98,-98,-98,2,1,1,6,2,8,2,4,12,2,5,3,-100,0,2,2,1,-100,1,1,-100,7,3,4,2,52,4,1,2,3,-100,-100,-100,-100,3,-99,3,1,0.75,0,-70,-70,-70,-70,-70,-70,-70,-100,26.8,39.7,84.2,20,-100,-100,859,2022
"860",3,22495,34815,-100,3,5,-100,-100,2,5700,7980,2,2,-100,-100,-70,-100,-100,2,-99,-99,-100,-100,-100,2,3,85,20,12,12,12,-100,1,1,1,-100,1,2,1,6,2,1,-100,3,12,2,6,1,-100,7,1,1,-100,-100,1,1,3,-100,-100,-100,-100,0,-100,-100,-100,2,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-70,-70,-70,-70,-70,-70,-100,-100,38.8,-100,19,-100,-100,860,2022
"861",-100,-100,-100,-100,2,8,-100,-100,2,4110,8680,5,-100,-100,-100,-70,-100,-100,1,430,770,2,4600,7860,3,0,-99,-100,18,14,16,-100,3,2,3,-100,1,-99,3,5,2,1,-100,-100,-90,2,3,-100,1,3,1,2,-100,-100,4,-100,3,2,7,3,3,0,-100,-100,-100,3,-100,-100,-100,-100,1,1,1,-99,-100,-100,-70,-70,-70,-70,-70,-70,-70,21.8,67.7,19.6,-100,-90,-100,-100,861,2022
"862",-100,65440,101280,101280,1,1,70,-100,1,4810,6990,1,2,2,2,-70,5000,6990,2,4220,3570,2,3255,8190,3,3,58,30,16,12,16,13,3,1,3,1,1,1,1,5,2,1,-100,3,12,2,5,1,-100,6,2,2,2,-100,2,1,-100,2,3,2,3,52,4,3,1,2,-100,-100,-100,-100,4,1,3,1,16,0,-70,-70,-70,-70,-70,-70,-70,84.2,20.7,57.8,52,25,-100,-100,862,2022
"863",-100,-100,-100,-100,1,7,-100,-100,2,410,7070,1,2,2,2,-70,1020,6870,2,3850,9470,2,2320,7860,1,1,37,22,17,17,17,17,4,4,4,4,3,2,1,4,0,1,-100,2,-90,2,1,-100,2,0,10,1,2,-100,2,1,-100,6,4,3,4,0,-100,-100,2,1,1,1,1,1,1,1,3,1,-100,-100,-70,-70,-70,-70,-70,-70,-70,82.5,65.3,54.6,87.9,-90,2,-100,863,2022
"864",3,135195.96432,158424.85359,-100,3,7,-100,-100,-100,-100,-100,5,-100,-100,-100,-70,-100,-100,2,2830,6480,2,1020,7380,0,0,20,-100,14,16,18,-100,1,3,4,-100,1,1,1,3,2,1,-100,4,12,2,0,-100,1,0,4,3,-100,-100,1,2,2,-100,-100,-100,-100,0,-100,-100,3,1,1,1,1,1,-100,-100,-100,-100,-100,-100,-70,-70,-70,-70,-70,-70,-70,87.9,73.4,-100,-100,26,-100,-100,864,2022
"865",-100,18405,28485,11868.75,1,1,41,-100,2,5700,7870,1,2,2,1,-70,2630,7370,1,4710,4470,2,5860,5380,2,2,64,34,16,12,12,15,3,1,1,1,1,2,1,4,3,1,-100,2,12,2,0,-100,1,1,3,2,2,-100,2,2,-100,5,5,5,6,32,3,2,3,3,1,1,1,1,1,1,2,1,9,3,-70,-70,-70,-70,-70,-70,-70,35.8,57.5,38.8,61.4,18,2,-100,865,2022
"866",3,65440,101280,-100,3,7,-100,-100,2,1650,2190,1,2,2,2,-70,430,7380,2,340,8660,-100,-100,-100,0,2,42,28,16,16,12,16,3,2,1,3,2,2,3,5,0,1,-100,1,12,2,1,1,-100,3,7,3,3,-100,3,2,2,-100,-100,-100,-100,0,-100,-100,3,3,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-70,-70,-70,-70,-70,-70,-100,50.3,88,67.7,25,-100,-100,866,2022
"867",3,57260,88620,-100,2,5,-100,-100,2,430,490,1,2,2,2,-70,230,7870,2,1320,3590,2,5840,4970,1,3,65,30,16,16,12,14,3,3,1,2,1,1,1,5,2,1,-100,3,12,2,6,-100,3,6,1,2,1,-100,2,-100,3,5,3,5,5,0,-100,-100,-100,2,-100,-100,-100,-100,-97,1,1,1,-100,-100,-70,-70,-70,-70,-70,-70,-70,39.2,89.3,67.7,75.5,24,-100,-100,867,2022
"868",-100,49080,75960,-100,1,1,45,-100,2,-99,6990,1,2,2,2,-70,4240,7690,2,800,7280,2,3255,8180,2,1,39,37,18,16,16,17,4,3,3,3,1,2,1,4,2,1,-100,4,12,2,0,-100,1,1,2,1,1,-100,2,2,-100,5,2,5,5,52,4,1,2,2,1,1,1,1,1,1,2,1,5,2,-70,-70,-70,-70,-70,-70,-70,84.2,76.3,-100,32.8,23,-100,-100,868,2022
"869",3,135195.96432,158424.85359,75960,3,5,-100,-100,2,4710,6970,1,2,2,2,-70,50,6970,2,50,2290,2,2550,7860,2,2,54,20,12,12,12,19,1,1,1,4,1,2,1,3,2,1,-100,4,12,2,0,-100,1,2,2,2,1,-100,2,1,1,-100,-100,-100,-100,32,-100,-100,-100,1,1,1,1,1,-100,-100,-100,-100,-100,-100,-70,-70,-70,-70,-70,-70,-70,70.3,73.9,57.5,73.9,26,-100,-100,869,2022
"870",-100,-100,-100,-100,1,1,40,-100,2,4965,7380,1,2,2,-99,-70,-99,-97,2,4850,4370,-100,-100,-100,-99,-100,-99,-99,16,16,-98,-99,3,1,-98,0,1,1,1,5,2,1,-100,3,-90,2,1,1,-100,2,2,1,1,-100,2,1,-100,4,4,3,4,52,3,2,2,2,-100,-100,-100,-100,2,1,3,1,15,0,-70,-70,-70,-70,-70,-70,-70,-100,62,55.3,-100,-90,-100,-100,870,2022
"871",-100,18405,28485,-100,2,5,-100,-100,2,4850,1370,1,2,2,2,-70,4600,8470,2,6530,770,2,4030,2880,1,2,76,25,16,9,12,12,3,0,1,1,1,1,1,4,2,1,-100,2,12,2,4,2,-100,1,2,2,1,-100,1,-100,3,5,7,7,7,0,-100,-100,-100,3,-100,-100,-100,-100,4,1,2,1,-100,-100,-70,-70,-70,-70,-70,-70,-70,13.6,35.2,62,21.8,18,-100,-100,871,2022
"872",-100,57260,88620,-100,1,5,-100,-100,2,4700,4670,1,2,2,2,-70,2340,7890,2,8965,3570,2,4220,8680,3,2,68,20,14,12,12,12,2,1,1,1,1,1,1,5,3,1,-100,3,12,2,6,-100,1,3,1,1,1,-100,1,1,-100,4,2,4,2,0,-100,-100,-100,1,2,1,1,2,4,2,1,1,-100,-100,-70,-70,-70,-70,-70,-70,-70,20.7,26.8,43,59.1,24,1,-100,872,2022
"873",-100,135195.96432,158424.85359,75960,1,1,40,-100,2,10,9170,1,1,2,2,-70,4850,3960,-100,-100,-100,2,3255,8190,2,2,58,20,16,-100,16,16,3,-100,4,3,1,2,2,6,2,5,2,2,12,2,0,1,-100,3,2,2,2,-100,2,1,-100,3,5,5,5,52,4,2,1,3,-100,-100,-100,-100,1,1,1,1,8,0,-70,-70,-70,-70,-70,-70,-70,84.2,-100,77.4,62,26,-100,-100,873,2022
"874",3,13292.5,20572.5,-100,3,5,-100,-100,2,1010,6970,3,-100,2,-100,-70,-100,-100,1,430,3970,2,430,3970,5,2,63,29,16,13,0,-100,4,0,0,-100,1,1,3,6,0,1,-100,2,12,2,6,-100,1,0,4,2,-100,-100,1,1,2,-100,-100,-100,-100,0,-100,-100,-100,2,1,1,1,1,-100,-100,-100,-100,-100,-100,-70,-70,-70,-70,-70,-70,-70,67.7,67.7,81,-100,16,1,-100,874,2022
"875",-100,13292.5,20572.5,2848.5,1,2,43,-100,2,7630,7690,5,-100,-100,-100,-70,-100,-100,2,800,770,2,2330,7860,2,0,21,-100,15,16,16,-100,1,3,3,-100,1,2,1,5,2,1,-100,3,12,2,2,1,-100,4,1,1,-100,-100,1,1,-100,3,6,3,5,40,4,2,2,2,-100,-100,-100,-100,2,1,1,1,3,0,-70,-70,-70,-70,-70,-70,-70,71.7,76.3,35.4,-100,16,-100,-100,875,2022
"876",-100,49080,75960,28485,2,1,40,-100,2,5150,4190,1,2,2,2,-70,1020,7380,1,1020,7380,-100,-100,-100,1,0,26,-100,14,12,12,17,1,1,1,1,1,2,3,6,0,1,-100,3,12,2,3,1,-100,0,2,1,1,-100,1,-100,2,2,7,2,6,52,4,3,1,1,-100,-100,-100,-100,1,1,1,1,0.75,0,-70,-70,-70,-70,-70,-70,-70,-100,87.9,53,87.9,23,-100,-100,876,2022
"877",-100,57260,88620,88620,2,1,40,-100,2,1020,7670,5,-100,-100,-100,-70,-100,-100,2,110,6870,-100,-100,-100,1,0,34,-100,16,16,16,-100,3,3,3,-100,1,1,1,3,5,1,-100,4,12,2,1,1,-100,0,1,2,-100,-100,2,-100,1,4,3,4,2,52,3,1,2,1,-100,-100,-100,-100,1,1,2,1,0.25,6,-70,-70,-70,-70,-70,-70,-70,-100,83.8,87.9,-100,24,-100,-100,877,2022
"878",-100,27607.5,42727.5,42727.5,1,1,54,-100,2,310,8680,5,-100,-100,-100,-70,-100,-100,2,2010,8290,2,2310,7860,3,0,34,-100,15,16,16,-100,3,3,4,-100,1,1,1,6,2,1,-100,3,12,2,0,1,-100,0,1,2,-100,-100,2,2,-100,5,2,2,4,52,4,2,2,1,-100,-100,-100,-100,1,1,1,1,7,0,-70,-70,-70,-70,-70,-70,-70,80.9,62.9,41,-100,20,-100,-100,878,2022
"879",-100,135195.96432,158424.85359,-100,1,6,-100,-100,-100,-100,-100,5,-100,-100,-100,-70,-100,-100,2,4920,7070,-100,-100,-100,1,0,23,-100,16,16,16,-100,3,3,3,-100,1,2,1,5,9,1,-100,5,12,2,4,-100,3,6,2,2,-100,-100,2,2,-100,3,7,4,4,30,-100,-100,-100,3,2,1,1,2,4,1,3,1,-100,-100,-70,-70,-70,-70,-70,-70,-70,-100,56.9,-100,-100,26,-100,-100,879,2022
"880",-100,65440,101280,34815,1,1,40,-100,2,2630,7380,5,-100,-100,-100,-70,-100,-100,2,1530,9590,1,4600,8470,2,0,32,-100,16,16,12,-100,4,4,1,-100,1,2,3,4,0,1,-100,3,12,2,1,2,-100,2,4,1,-100,1,2,1,-100,5,6,3,4,52,3,3,3,2,-100,-100,-100,-100,1,1,2,1,2,2,-70,-70,-70,-70,-70,-70,-70,21.8,86.1,61.4,-100,25,-100,87.6,880,2022
"881",-100,4601.25,7121.25,-100,1,6,-100,-100,-100,-100,-100,3,-100,2,-100,-70,-100,-100,2,800,770,-100,-100,-100,2,0,26,-100,17,16,15,-100,3,3,2,-100,1,1,1,6,0,1,-100,4,9,2,3,1,-100,0,2,2,-100,-100,2,1,-100,5,6,3,4,0,-100,-100,-100,1,-100,-100,-100,-100,3,1,2,1,-100,-100,-70,-70,-70,-70,-70,-70,-70,-100,76.3,-100,-100,9,-100,-100,881,2022
"882",3,5623.75,8703.75,-100,3,5,-100,-100,2,2310,7860,2,2,-100,-100,-70,-100,-100,2,7200,8770,1,205,170,2,1,76,26,16,5,10,-100,3,0,0,-100,1,2,2,3,5,1,-100,3,9,2,0,1,-100,7,1,1,-100,-100,2,1,2,-100,-100,-100,-100,0,-100,-100,-100,2,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-70,-70,-70,-70,-70,-70,39.9,31.2,80.9,-100,10,-100,-100,882,2022
"883",1,1431.5,2215.5,316.5,3,7,-100,-100,2,3600,8170,5,-100,-100,-100,-70,-100,-100,2,3420,2190,2,3600,8170,6,1,22,19,12,18,18,-100,0,3,3,-100,-100,2,2,3,2,3,-100,2,3,2,2,-100,1,5,9,3,-100,-100,1,2,2,-100,-100,-100,-100,40,-100,-100,3,3,1,1,1,1,-100,-100,-100,-100,-100,-100,-70,-70,-70,-70,-70,-70,-70,24.2,37.2,24.2,-100,3,1,-100,883,2022
"884",-100,18405,28485,-100,1,5,-100,-100,2,1107,7380,5,-100,-100,-100,-70,-100,-100,-100,-100,-100,2,3600,8270,2,0,67,-100,16,-100,12,-100,3,-100,1,-100,1,1,2,6,2,5,-100,1,12,2,0,-100,1,8,1,2,-100,-100,2,1,-100,6,2,4,7,0,-100,-100,-100,3,2,2,2,2,3,1,3,1,-100,-100,-70,-70,-70,-70,-70,-70,-70,24.2,-100,70.5,-100,18,-100,-100,884,2022
"885",3,33742.5,52222.5,52222.5,3,1,55,-100,2,430,7470,5,-100,-100,-100,-70,-100,-100,-100,-100,-100,2,3255,8190,2,0,35,-100,16,-100,16,-100,3,-100,3,-100,1,2,2,5,2,5,2,3,12,2,1,1,-100,4,1,2,-100,-100,2,2,1,-100,-100,-100,-100,52,-100,-100,2,2,-100,-100,-100,-100,-100,-100,-100,-100,2,5,-70,-70,-70,-70,-70,-70,-70,84.2,-100,67.7,-100,21,-100,-100,885,2022
"886",3,13292.5,20572.5,15033.75,3,1,40,-100,2,5620,5790,5,-100,-100,-100,-70,-100,-100,-100,-100,-100,2,3600,8270,6,7,40,18,11,-100,9,-100,0,-100,0,-100,-100,2,2,6,2,5,2,3,12,2,0,1,-100,1,1,2,-100,-100,2,1,1,-100,-100,-100,-100,52,-100,-100,2,3,-100,-100,-100,-100,-100,-100,-100,-100,3,0,-70,-70,-70,-70,-70,-70,-70,24.2,-100,23.8,-100,16,-100,-100,886,2022
"887",3,11247.5,17407.5,17407.5,2,1,32,-100,2,6330,770,5,-100,-100,-100,-70,-100,-100,2,2016,8370,1,4920,7070,2,0,53,-100,16,14,12,-100,3,2,1,-100,2,1,2,6,2,1,-100,3,12,2,1,-100,1,8,1,3,-100,-100,2,-100,2,1,2,3,3,36,3,1,2,2,-100,-100,-100,-100,3,1,3,1,6,10,-70,-70,-70,-70,-70,-70,-70,56.9,43.8,19.2,-100,15,1,-100,887,2022
"888",-100,15337.5,23737.5,23737.5,3,4,-100,-100,2,6515,770,5,-100,-100,-100,-70,-100,-100,2,6250,770,-100,-100,-100,6,0,63,-100,12,-98,12,-100,1,-98,1,-100,1,1,2,6,2,0,2,1,12,2,0,2,-100,7,1,3,-100,-100,2,1,1,-100,-100,-100,-100,25,-100,-100,1,2,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-70,-70,-70,-70,-70,-70,-100,21.4,20.5,-100,17,-100,-100,888,2022
"889",-100,33742.5,52222.5,42727.5,1,1,40,-100,2,1360,770,1,2,2,2,-70,4700,5790,1,8750,5190,-100,-100,-100,3,2,72,25,16,10,10,14,3,1,0,2,1,1,3,3,0,1,-100,1,12,2,1,-100,1,7,7,2,1,-100,2,2,-100,2,4,5,6,52,2,2,1,2,1,1,1,2,1,1,3,1,2,0,-70,-70,-70,-70,-70,-70,-70,-100,34.6,85.2,43,21,-100,-100,889,2022
"890",-100,33742.5,52222.5,52222.5,2,5,-100,-100,2,2310,7860,2,1,-100,-100,-70,-100,-100,2,9410,6290,-100,-100,-100,5,3,67,20,16,12,11,-100,4,1,0,-100,1,2,2,3,2,1,-100,3,12,2,1,1,-100,5,1,2,-100,-100,2,-100,2,5,5,5,7,0,-100,-100,-100,1,-100,-100,-100,-100,3,1,2,1,-100,-100,-70,-70,-70,-70,-70,-70,-70,-100,50.1,80.9,-100,21,-100,-100,890,2022
"891",-100,40900,63300,63300,3,1,55,-100,2,4710,6970,1,2,2,2,-70,2300,7860,2,2100,7270,2,3930,5280,1,0,-99,-100,16,19,14,16,3,3,2,4,1,1,1,5,2,1,-100,4,12,2,2,-100,1,0,1,1,1,-100,2,1,2,-100,-100,-100,-100,52,-100,-100,2,2,1,1,1,1,-100,-100,-100,-100,0.75,-98,-70,-70,-70,-70,-70,-70,-70,34.7,91.1,57.5,41.1,22,2,-100,891,2022
"892",3,65440,101280,42727.5,3,1,39,-100,2,2310,7860,1,1,2,1,-70,6260,770,2,9830,9870,2,5160,6870,0,2,51,28,20,9,12,12,4,0,1,1,1,2,1,3,2,1,-100,3,12,2,1,1,-100,2,1,1,1,-100,2,1,1,-100,-100,-100,-100,52,-100,-100,2,2,-100,-100,-100,-100,-100,-100,-100,-100,5,0,-70,-70,-70,-70,-70,-70,-70,20.8,50.4,80.9,25.2,25,-100,-100,892,2022
"893",-100,49080,75960,75960,1,1,50,-100,2,1360,7290,1,2,2,2,-70,3220,7460,2,2840,7470,2,540,6990,4,2,54,46,12,16,12,15,1,3,1,2,1,1,1,1,2,1,-100,3,12,2,1,-100,1,0,4,3,3,-100,3,2,-100,6,7,5,7,52,4,3,2,3,1,1,2,2,2,1,2,1,21,30,-70,-70,-70,-70,-70,-70,-70,59.8,77,85.2,79.9,23,2,-100,893,2022
"894",-100,33742.5,52222.5,-100,2,5,-100,-100,2,-99,6070,1,1,2,2,-70,230,7860,2,9120,6180,2,8320,1680,3,1,75,34,17,-98,12,18,3,-98,1,4,1,1,1,3,2,1,-100,2,12,2,4,2,-100,7,1,1,1,-100,2,-100,2,5,2,3,4,0,-100,-100,-100,1,-100,-100,-100,-100,3,1,3,1,-100,-100,-70,-70,-70,-70,-70,-70,-70,13.2,31.6,-100,75.5,21,-100,-100,894,2022
"895",3,22495,34815,-100,3,6,-100,-100,-100,-100,-100,1,2,2,2,-70,3820,9470,-100,-100,-100,-100,-100,-100,2,3,28,18,18,-100,7,12,3,-100,0,1,1,2,3,4,2,5,2,1,12,2,3,1,-100,1,1,2,1,-100,3,3,2,-100,-100,-100,-100,0,-100,-100,-100,3,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-70,-70,-70,-70,-70,-70,-100,-100,-100,73.5,19,-100,-100,895,2022
"896",-100,33742.5,52222.5,-100,1,1,70,-100,2,3820,9470,5,-100,-100,-100,-70,-100,-100,1,4600,8470,1,4600,8470,2,1,-99,16,18,16,14,-100,4,3,2,-100,1,2,1,4,2,1,-100,3,12,2,5,1,-100,7,1,1,-100,-100,1,1,-100,4,7,3,5,52,3,2,2,2,-100,-100,-100,-100,1,1,1,1,3,0,-70,-70,-70,-70,-70,-70,-70,21.8,21.8,73.5,-100,21,-100,-100,896,2022
"897",3,-100,-100,-100,2,1,50,-100,2,1530,3990,5,-100,-100,-100,-70,-100,-100,2,6520,770,2,5700,7680,4,0,-99,-100,16,12,12,-100,4,0,1,-100,1,2,1,3,2,1,-100,3,-90,2,2,-100,3,4,2,2,-100,-100,1,-100,1,3,5,6,7,52,4,2,1,1,-100,-100,-100,-100,2,1,2,1,25,0,-70,-70,-70,-70,-70,-70,-70,38.8,34.1,86.1,-100,-90,2,-100,897,2022
"898",-100,13292.5,20572.5,-100,2,5,-100,-100,2,2320,7860,3,-100,2,-100,-70,-100,-100,2,3600,8190,2,4230,7690,6,6,75,16,18,10,9,-100,4,0,0,-100,1,2,2,4,5,1,-100,2,12,2,0,1,-100,5,1,2,-100,-100,3,-100,2,3,7,4,7,0,-100,-100,-100,2,-100,-100,-100,-100,1,1,1,1,-100,-100,-70,-70,-70,-70,-70,-70,-70,12.6,24.2,82.5,-100,16,-100,-100,898,2022
"899",3,11247.5,17407.5,-100,3,7,-100,-100,2,340,8290,3,-100,2,-100,-70,-100,-100,2,9830,9870,-100,-100,-100,3,4,82,21,13,14,12,-100,1,1,1,-100,1,2,1,6,2,1,-100,4,12,2,0,1,-100,1,2,2,-100,-100,2,2,2,-100,-100,-100,-100,0,-100,-100,1,2,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-70,-70,-70,-70,-70,-70,-100,50.4,50.3,-100,15,-100,-100,899,2022
"900",3,-100,-100,-100,2,4,-100,-100,2,5700,7270,5,-100,-100,-100,-70,-100,-100,-100,-100,-100,2,2010,8190,4,-100,-99,-99,14,-100,16,-100,1,-100,1,-100,2,2,1,5,2,5,-100,3,-90,2,2,-100,1,0,2,2,-100,-100,3,-100,3,7,7,7,7,0,-100,-100,1,3,-100,-100,-100,-100,1,1,3,1,-100,-100,-70,-70,-70,-70,-70,-70,-70,62.9,-100,38.8,-100,-90,3,-100,900,2022
"901",-100,18405,28485,-100,2,7,-100,-100,2,9140,6190,1,1,2,2,-70,7840,8680,-100,-100,-100,-100,-100,-100,3,2,49,39,17,-100,4,17,3,-100,0,3,1,1,3,2,0,5,1,3,12,2,0,2,-100,3,8,3,1,-100,4,-100,2,3,3,5,7,0,-100,-100,2,2,-100,-100,-100,-100,-98,1,3,1,-100,-100,-70,-70,-70,-70,-70,-70,-70,-100,-100,28.5,20.5,18,-100,-100,901,2022
"902",-100,4601.25,7121.25,7121.25,1,1,30,-100,2,5240,7080,5,-100,-100,-100,-70,-100,-100,1,6230,770,2,-99,-99,4,8,27,-97,-99,-98,-98,-100,0,-98,-98,-100,-100,1,1,3,5,1,-100,4,9,2,4,-100,1,2,4,2,-100,2,2,2,-100,3,5,3,5,52,3,3,2,3,1,1,1,1,-97,-97,4,2,-97,-97,-70,-70,-70,-70,-70,-70,-70,-100,28.7,37.6,-100,9,-100,-100,902,2022
"903",-100,65440,101280,5697,1,2,12,-100,1,2340,7890,1,2,2,2,-70,220,770,2,7140,9590,2,5120,5380,6,4,57,24,15,12,12,16,1,1,1,1,1,2,1,6,5,1,-100,2,12,2,6,3,-100,7,1,1,1,-100,2,2,-100,2,4,2,7,37,4,3,1,2,-100,-100,-100,-100,4,2,2,1,7,2,-70,-70,-70,-70,-70,-70,-70,38.3,53.6,59.1,59.1,25,-100,-100,903,2022
"904",3,15337.5,23737.5,23737.5,2,1,40,-100,2,5860,6390,5,-100,-100,-100,-70,-100,-100,1,4700,4870,2,4800,6670,1,0,33,-100,20,16,16,-100,3,3,3,-100,1,1,1,3,2,1,-100,3,12,2,6,-100,1,0,2,3,-100,-100,3,-100,2,7,7,2,1,52,3,3,4,3,-100,-100,-100,-100,2,1,2,1,2,30,-70,-70,-70,-70,-70,-70,-70,61.5,43,35.8,-100,17,-100,-100,904,2022
"905",-100,33742.5,52222.5,28485,1,2,32,-100,2,3500,8170,1,2,2,2,-70,4850,3970,1,4920,7070,2,5700,7970,4,4,59,22,13,15,15,14,1,1,1,1,1,2,1,4,2,1,-100,3,12,2,6,1,-100,7,1,1,1,-100,2,2,-100,2,3,4,7,51,4,2,1,2,-100,-100,-100,-100,4,2,2,1,22,0,-70,-70,-70,-70,-70,-70,-70,38.8,56.9,46.6,62,21,-100,-100,905,2022
"906",-100,27607.5,42727.5,-100,2,5,-100,-100,2,7000,7070,1,1,2,2,-70,430,770,2,9130,5680,-100,-100,-100,3,0,68,-100,12,-98,-100,12,1,-98,0,1,1,1,1,3,2,1,-100,3,12,2,3,3,-100,0,2,3,2,-100,2,-100,3,7,7,7,7,0,-100,-100,-100,2,-100,-100,-100,-100,3,1,1,1,-100,-100,-70,-70,-70,-70,-70,-70,-70,-100,32,52.4,67.7,20,-100,-100,906,2022
"907",-100,33742.5,52222.5,20572.5,2,1,40,-100,2,520,4970,1,2,2,2,-70,5810,6670,-100,-100,-100,-100,-100,-100,1,2,63,36,16,-100,6,16,3,-100,0,3,1,1,1,6,0,5,1,2,12,2,1,1,-100,3,2,2,2,-100,3,-100,3,3,5,6,6,45,4,2,2,3,-100,-100,-100,-100,4,1,2,1,5,0,-70,-70,-70,-70,-70,-70,-70,-100,-100,50,32.6,21,-100,-100,907,2022
"908",-100,27607.5,42727.5,15033.75,1,1,40,-100,2,7750,4470,1,2,2,2,-70,8965,1880,-100,-100,-100,1,4230,9290,1,2,37,26,14,-100,8,15,2,-100,0,1,1,2,-100,3,0,5,2,2,12,2,3,1,-100,0,1,1,1,-100,2,2,-100,2,7,3,7,52,2,3,1,1,-100,-100,-100,-100,4,1,2,1,-100,-100,-70,-70,-70,-70,-70,-70,-70,12.6,-100,25,26.8,20,-100,-100,908,2022
"909",-100,49080,75960,-100,2,5,-100,-100,2,4700,5390,1,2,2,2,-70,2310,7860,2,8640,2290,-100,-100,-100,4,2,76,27,13,-98,-98,18,1,-98,-98,4,1,1,1,1,2,1,-100,4,12,2,4,1,-100,1,1,3,3,-100,2,-100,2,1,7,4,6,0,-100,-100,-100,2,-100,-100,-100,-100,1,1,2,1,-100,-100,-70,-70,-70,-70,-70,-70,-70,-100,48.8,43,80.9,23,-100,-100,909,2022
